trailingPegRatio,ticker,phone,longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,navPrice,currency,tradeable,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,longName,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,netExpenseRatio,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,regularMarketChangePercent,regularMarketPrice,marketState,shortName,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendYield,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,epsTrailingTwelveMonths,ipoExpectedDate,trailingAnnualDividendRate,trailingAnnualDividendYield,dividendDate,sharesOutstanding,bookValue,marketCap,priceToBook,financialCurrency,currentPrice,recommendationKey,displayName,prevName,nameChangeDate,forwardPE,epsForward,earningsTimestampStart,earningsTimestampEnd,address1,city,state,zip,country,industry,industryKey,sector,sectorKey,profitMargins,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,grossMargins,ebitdaMargins,operatingMargins,fax,heldPercentInsiders,heldPercentInstitutions,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,numberOfAnalystOpinions,epsCurrentYear,priceEpsCurrentYear,averageAnalystRating,address2,website,trailingEps,newSymbol
,JUCY,(414) 765-5586,"The fund is an actively managed ETF that seeks to achieve its investment objectives through a combination of fixed income securities and total return swaps. The fund invests primarily in U.S. Treasury Bills, U.S. Treasury Notes, and the securities of U.S. government-sponsored entities (“GSEs”) and invests the remainder of its assets total return swaps (the “Total Return Swap Strategy”).",[],[],86400.0,2.0,22.38,22.4,22.32,22.38,22.38,22.4,22.32,22.38,,172.0,172.0,48433.0,90720.0,90720.0,22.28,22.39,600.0,600.0,0.08180001,225646368.0,21.52,23.05,25.47,21.52,22.2926,22.394285,22.276,USD,False,Intermediate Core Bond,4.80527,0.11,APTUS ETFs,1667174400.0,Exchange Traded Fund,0.0417355,,ETF,JUCY,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Aptus Enhanced Yield ETF,[],1766760422.0,BTS,finmb_1800445819,America/New_York,EST,-18000000.0,us_market,False,0.10739899,0.0048176968,0.0057144165,0.00025517298,0.6,15.0,0.0,False,0.08936755,22.4,REGULAR,Aptus Enhanced Yield ETF,True,1667309400000.0,0.020000458,22.32 - 22.38,Cboe US,48433.0,0.87999916,0.040892154,21.52 - 23.05,-0.6499996,-0.02819955,-2.6533246,8.18,1.96591,1.96591,225646368.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JULH,(215) 979-3750,"The fund is an actively managed exchange-traded fund (“ETF”) that invests in U.S. Treasury bills (the “U.S. Treasuries”) and FLexible EXchange® Options (“FLEX Options”) that use as a reference asset a broad-based U.S. equity index, specifically the S&P 500® Price Return Index (the “U.S. Equity index”). The fund is non-diversified.",[],[],86400.0,2.0,25.4551,25.46,25.4551,25.4799,25.4551,25.46,25.4551,25.4799,28.032248,3.0,3.0,1417.0,650.0,650.0,25.44,25.49,100.0,2000.0,0.0629,18960116.0,23.392,25.48,25.48,23.392,25.20358,25.072645,25.349,USD,False,Defined Outcome,6.37333,0.0,Innovator ETFs,1688083200.0,Exchange Traded Fund,,,ETF,JULH,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Innovator Premium Income 20 Barrier ETF - July,[],1766760422.0,BTS,finmb_1833770228,America/New_York,EST,-18000000.0,us_market,False,0.25151825,0.009979465,0.38245392,0.015253832,0.79,15.0,0.0,False,0.0,25.4551,REGULAR,Innovator Premium Income 20 Bar,True,1688391000000.0,0.0,25.4551 - 25.4799,Cboe US,1417.0,2.063099,0.08819677,23.392 - 25.48,-0.024900436,-0.0009772542,0.43400526,6.29,1.85513,1.85513,18960116.0,0.90806484,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JULJ,(215) 979-3750,"The fund is an actively managed exchange-traded fund (“ETF”) that invests in U.S. Treasury bills (the “U.S. Treasuries”) and FLexible EXchange® Options (“FLEX Options”) that use as a reference asset a broad-based U.S. equity index, specifically the S&P 500® Price Return Index (the “U.S. Equity index”). The fund is non-diversified.",[],[],86400.0,2.0,25.325,25.3,25.325,25.34,25.325,25.3,25.325,25.34,27.979734,1.0,1.0,2312.0,1880.0,1880.0,25.31,25.36,1300.0,1700.0,0.0538,17638704.0,23.92,25.34,25.34,23.87,25.13348,25.04414,25.2587,USD,False,Defined Outcome,5.28758,0.0,Innovator ETFs,1688083200.0,Exchange Traded Fund,,,ETF,JULJ,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Innovator Premium Income 30 Barrier ETF - July,[],1766589316.0,BTS,finmb_1833770226,America/New_York,EST,-18000000.0,us_market,False,0.19152069,0.0076201423,0.2808609,0.011214635,0.79,15.0,0.0,False,0.0,25.325,REGULAR,Innovator Premium Income 30 Bar,True,1688391000000.0,0.0,25.325 - 25.34,Cboe US,2312.0,1.4050007,0.058737487,23.92 - 25.34,-0.01499939,-0.0005919254,0.23747683,5.38,1.49466,1.49466,17638704.0,0.9051194,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JULM,,"Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchange® Options (“FLEX Options”) that reference the price performance of the underlying ETF. The fund is non-diversified.",[],[],86400.0,2.0,33.62,33.57,33.62,33.64,33.62,33.57,33.62,33.64,27.72387,953.0,953.0,1456.0,1770.0,1770.0,33.61,33.66,500.0,700.0,0.0,29250278.0,30.25,33.64,33.64,30.22,33.3687,32.5291,33.5,USD,False,Defined Outcome,6.3972,0.0,First Trust,1721779200.0,Exchange Traded Fund,,,ETF,JULM,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,FT Vest U.S. Equity Max Buffer ETF - July,[],1766760422.0,BTS,finmb_1883280360,America/New_York,EST,-18000000.0,us_market,False,0.2513008,0.0075310343,1.0909004,0.03353614,0.85,15.0,0.0,False,0.0,33.62,REGULAR,FT Vest U.S. Equity Max Buffer ,True,1721914200000.0,0.0,33.62 - 33.64,Cboe US,1456.0,3.369999,0.111404926,30.25 - 33.64,-0.020000458,-0.00059454393,6.730163,0.0,1.45675,1.45675,29250278.0,1.2126734,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JULP,,"Under normal market conditions, at least 80% of its net assets (plus any borrowings for investment purposes) in investments that provide exposure to securities included in the S&P 500 Index. The fund will invest substantially all of its assets in customized equity or index option contracts known as FLexible EXchange® Options (“FLEX Options”) on the SPDR® S&P 500® ETF Trust (the “Underlying ETF”). The fund is non-diversified.",[],[],86400.0,2.0,30.93,30.91,30.91,30.93,30.93,30.91,30.91,30.93,27.79756,1866.0,1866.0,2711.0,4070.0,4070.0,30.91,30.95,100.0,300.0,0.0,15895566.0,24.35,30.93,30.93,24.35,30.41364,28.743015,30.61046,USD,False,Defined Outcome,12.56569,0.0,PGIM Investments,1715040000.0,Exchange Traded Fund,,,ETF,JULP,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,PGIM S&P 500 Buffer 12 ETF - Jul,[],1766760422.0,BTS,finmb_1858818773,America/New_York,EST,-18000000.0,us_market,False,0.51636124,0.016977949,2.186985,0.07608753,0.5,15.0,0.0,False,0.0,30.93,REGULAR,PGIM S&P 500 Buffer 12 ETF - Ju,True,1715175000000.0,0.0,30.91 - 30.93,Cboe US,2711.0,6.58,0.27022585,24.35 - 30.93,0.0,0.0,13.209618,0.0,3.21911,3.21911,15895566.0,1.1126876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JULT,(763) 765-7453,"The S&P 500 Price Index is a large-cap, market-weighted, U.S. equities index that tracks the price (excluding dividends) of the leading companies that reflect the industries of the U.S. economy and is often considered a proxy for the stock market in general.",[],[],86400.0,2.0,45.0452,45.0754,45.0754,45.0754,45.0452,45.0754,45.0754,45.0754,27.805176,103.0,103.0,5562.0,3030.0,3030.0,45.03,45.08,2200.0,200.0,0.0,84602112.0,34.54,45.0754,45.06,25.115,44.26156,41.722317,44.6433,USD,False,Defined Outcome,12.68965,0.72,AllianzIM,1593475200.0,Exchange Traded Fund,0.16195619,0.11017279,ETF,JULT,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,AllianzIM U.S. Large Cap Buffer10 Jul ETF,[],1766760422.0,PCX,finmb_667990050,America/New_York,EST,-18000000.0,us_market,False,0.7836418,0.017704794,3.3228836,0.07964283,0.74,15.0,0.0,False,0.0,45.0452,REGULAR,AllianzIM U.S. Large Cap Buffer,True,1593610200000.0,0.0,45.0754 - 45.0754,NYSEArca,5562.0,10.505199,0.3041459,34.54 - 45.0754,-0.030200958,-0.00067000976,13.093149,0.0,3.50588,3.50588,84602112.0,1.6200293,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JULU,(763) 765-7453,"Under normal market conditions, the fund invests at least 80% of its net assets in instruments with economic characteristics similar to U.S. equity securities. Specifically, the Advisor intends to invest substantially all of its assets in FLexible EXchange Options that reference the underlying ETF. The fund is non-diversified.",[],[],86400.0,2.0,29.9649,30.005,29.972,30.005,29.9649,30.005,29.972,30.005,27.695198,960.0,960.0,13532.0,14910.0,14910.0,29.94,30.02,1900.0,500.0,0.0,142781632.0,21.64,30.31,30.31,21.64,29.54196,27.717045,29.6477,USD,False,Defined Outcome,12.15036,0.0,AllianzIM,1719532800.0,Exchange Traded Fund,,,ETF,JULU,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,AllianzIM U.S. Equity Buffer15 Uncapped Jul ETF,[],1766761283.0,BTS,finmb_1868852253,America/New_York,EST,-18000000.0,us_market,False,0.4453411,0.015074867,2.270256,0.0819083,0.74,15.0,0.0,False,0.07476017,29.9873,REGULAR,AllianzIM U.S. Equity Buffer15 ,True,1719840600000.0,0.02240181,29.972 - 30.005,Cboe US,13532.0,8.3473015,0.38573483,21.64 - 30.31,-0.3226986,-0.010646605,11.680519,0.0,4.96819,4.96819,142781632.0,1.0827618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JULW,(763) 765-7453,"The S&P 500 Price Index is a large-cap, market-weighted, U.S. equities index that tracks the price (excluding dividends) of the leading companies that reflect the industries of the U.S. economy and is often considered a proxy for the stock market in general. The fund seeks to achieve its objective by buying and selling call and put FLEX Options that reference the underlying ETF.",[],[],86400.0,2.0,39.11,39.2,39.17,39.2,39.11,39.2,39.17,39.2,27.682106,1423.0,1423.0,16772.0,12570.0,12570.0,39.11,39.2,700.0,1200.0,0.0,302861952.0,32.427,39.2,39.17,25.045,38.6686,36.977966,38.9354,USD,False,Defined Outcome,10.57557,0.46,AllianzIM,1593475200.0,Exchange Traded Fund,0.1260904,0.085377395,ETF,JULW,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,AllianzIM U.S. Large Cap Buffer20 Jul ETF,[],1766762123.0,PCX,finmb_667990922,America/New_York,EST,-18000000.0,us_market,False,0.44140244,0.01141501,2.1320343,0.057656884,0.74,15.0,0.0,False,0.0,39.11,REGULAR,AllianzIM U.S. Large Cap Buffer,True,1593610200000.0,0.0,39.17 - 39.2,NYSEArca,16772.0,6.6830025,0.20609377,32.427 - 39.2,-0.09000015,-0.0022959223,10.862291,0.0,2.33295,2.33295,302861952.0,1.4128261,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JUNM,,"Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchange® Options that reference the price performance of the underlying ETF. The fund is non-diversified.",[],[],86400.0,2.0,34.2447,34.25,34.22,34.25,34.2447,34.25,34.22,34.25,27.712868,1122.0,1122.0,4241.0,2030.0,2030.0,34.23,34.27,400.0,5000.0,0.0,63859588.0,30.35,34.25,34.25,30.35,33.99616,33.03858,34.13,USD,False,Defined Outcome,7.17432,0.0,First Trust,1718928000.0,Exchange Traded Fund,,,ETF,JUNM,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,FT Vest U.S. Equity Max Buffer ETF - June,[],1766760422.0,BTS,finmb_1878248481,America/New_York,EST,-18000000.0,us_market,False,0.24854279,0.007310908,1.2061195,0.036506396,0.85,15.0,0.0,False,0.0,34.2447,REGULAR,FT Vest U.S. Equity Max Buffer ,True,1719235800000.0,0.0,34.22 - 34.25,Cboe US,4241.0,3.894701,0.12832622,30.35 - 34.25,-0.0052986145,-0.00015470407,7.573664,0.0,1.27862,1.27862,63859588.0,1.2356968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JUNP,,"Under normal market conditions, the fund will invest at least 80% of its net assets (plus any borrowings for investment purposes) in investments that provide exposure to securities included in the S&P 500 Index. The fund is an actively managed exchange-traded fund (“ETF”). The fund is non-diversified.",[],[],86400.0,2.0,30.59,30.59,30.59,30.59,30.59,30.59,30.59,30.59,27.787739,1791.0,1791.0,8688.0,8460.0,8460.0,30.59,30.62,300.0,100.0,0.0,11819985.0,24.717,30.695,30.695,24.57,30.14246,28.704596,30.32909,USD,False,Defined Outcome,11.52396,0.0,PGIM Investments,1717113600.0,Exchange Traded Fund,,,ETF,JUNP,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,PGIM S&P 500 Buffer 12 ETF - Jun,[],1766760422.0,BTS,finmb_1858819143,America/New_York,EST,-18000000.0,us_market,False,0.44754028,0.014847504,1.8854046,0.06568302,0.5,15.0,0.0,False,0.0,30.59,REGULAR,PGIM S&P 500 Buffer 12 ETF - Ju,True,1717421400000.0,0.0,30.59 - 30.59,Cboe US,8688.0,5.873001,0.23760979,24.717 - 30.695,-0.10499954,-0.0034207376,12.215698,0.0,2.71585,2.71585,11819985.0,1.1008452,,,,,,,,,,,,Juniper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JUNT,(763) 765-7453,"Under normal market conditions, the fund invests at least 80% of its net assets in instruments with economic characteristics similar to U.S. large cap equity securities. Specifically, the Advisor intends to invest substantially all of its assets in FLexible EXchange Options (“FLEX Options”) that reference the underlying ETF. The fund is non-diversified.",[],[],86400.0,2.0,36.425,36.42,36.42,36.42,36.425,36.42,36.42,36.42,27.785627,183.0,183.0,2430.0,5400.0,5400.0,36.39,36.5,300.0,1000.0,0.0,21619594.0,28.922,36.425,36.425,24.86,35.85902,34.06592,36.1541,USD,False,Defined Outcome,11.34813,0.0,AllianzIM,1685491200.0,Exchange Traded Fund,,,ETF,JUNT,en-US,US,ETF,Delayed Quote,True,HIGH,AllianzIM U.S. Large Cap Buffer10 Jun ETF,[],1766760671.0,PCX,finmb_1827246246,America/New_York,EST,-18000000.0,us_market,False,0.56097794,0.015643984,2.3540764,0.069103554,0.74,15.0,0.0,False,-0.013729769,36.42,REGULAR,AllianzIM U.S. Large Cap Buffer,True,1685626200000.0,-0.005001068,36.42 - 36.42,NYSEArca,2430.0,7.4979973,0.2592489,28.922 - 36.425,-0.005001068,-0.00013729768,11.932278,0.0,2.91617,2.91617,21619594.0,1.3107495,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JUNW,(763) 765-7453,"Under normal market conditions, the fund invests at least 80% of its net assets in instruments with economic characteristics similar to U.S. large cap equity securities. Specifically, the fund advisor intends to invest substantially all of its assets in FLexible EXchange Options (“FLEX Options”) that reference the underlying ETF. The fund is non-diversified.",[],[],86400.0,2.0,33.404,33.4226,33.4226,33.4226,33.404,33.4226,33.4226,33.4226,27.737831,100.0,100.0,2145.0,810.0,810.0,33.07,33.47,300.0,700.0,0.0,63781360.0,27.68,33.4226,33.404,25.012,33.02978,31.739235,33.2334,USD,False,Defined Outcome,10.18103,0.0,AllianzIM,1685491200.0,Exchange Traded Fund,,,ETF,JUNW,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,AllianzIM U.S. Large Cap Buffer20 Jun ETF,[],1766760422.0,PCX,finmb_1827025889,America/New_York,EST,-18000000.0,us_market,False,0.374218,0.011329714,1.6647644,0.05245131,0.74,15.0,0.0,False,0.0,33.404,REGULAR,AllianzIM U.S. Large Cap Buffer,True,1685626200000.0,0.0,33.4226 - 33.4226,NYSEArca,2145.0,5.723999,0.20679186,27.68 - 33.4226,-0.018600464,-0.00055652356,10.73761,0.0,2.01705,2.01705,63781360.0,1.2042758,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JUST,,"The fund seeks to achieve its investment objective by investing at least 80% of its assets (exclusive of collateral held from securities lending) in securities included in its underlying index. The index is designed to deliver exposure to equity securities of large capitalization U.S. issuers that engage in ""just business behavior"" based on rankings produced by the index provider.",[],[],86400.0,2.0,97.5993,97.29,97.51,97.51,97.5993,97.29,97.51,97.51,26.966887,368.0,368.0,5790.0,6350.0,6350.0,97.51,97.69,100.0,100.0,0.01,502916320.0,68.413,97.67,97.67,31.66,95.6663,88.45065,96.38,USD,False,Large Blend,17.24776,1.0,Goldman Sachs,1528329600.0,Exchange Traded Fund,0.20285669,0.14057979,ETF,JUST,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Goldman Sachs JUST U.S. Large Cap Equity ETF,[],1766762123.0,PCX,finmb_553411751,America/New_York,EST,-18000000.0,us_market,False,1.9329987,0.02020564,9.1486435,0.10343218,0.2,15.0,0.0,False,0.0,97.5993,REGULAR,Goldman Sachs JUST U.S. Large C,True,1528983000000.0,0.0,97.51 - 97.51,NYSEArca,5790.0,29.186295,0.4266191,68.413 - 97.67,-0.0707016,-0.00072388246,15.89266,1.0,5.88162,5.88162,502916320.0,3.6192274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JVAL,(800) 480-4111,"The fund will invest at least 80% of its assets in securities included in the underlying index. ""Assets"" means net assets, plus the amount of borrowing for investment purposes. The underlying index is comprised of U.S. equity securities selected to represent value factor characteristics.",[],[],86400.0,2.0,49.735,49.75,49.705,49.7396,49.735,49.75,49.705,49.7396,18.82114,3579.0,3579.0,35090.0,24400.0,24400.0,49.74,49.76,200.0,100.0,0.020499999,562012480.0,35.62,50.41,50.41,17.31,48.40802,44.926266,49.746,USD,False,Large Value,14.97132,1.03,JPMorgan,1510099200.0,Exchange Traded Fund,0.1584114,0.1361955,ETF,JVAL,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,JPMorgan U.S. Value Factor ETF,[],1766761422.0,PCX,finmb_533849557,America/New_York,EST,-18000000.0,us_market,False,1.3157806,0.027181046,4.797535,0.10678686,0.12,15.0,0.0,False,-0.022519253,49.7238,REGULAR,JPMorgan U.S. Value Factor ETF,True,1510237800000.0,-0.011199951,49.705 - 49.7396,NYSEArca,35090.0,14.103802,0.39595178,35.62 - 50.41,-0.6861992,-0.013612363,14.123451,2.05,5.5173,5.5173,562012480.0,2.6419122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,JXI,1-800-474-2737,"The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents.",[],[],86400.0,2.0,78.7,78.66,78.6,78.71,78.7,78.66,78.6,78.71,19.037386,2352.0,2352.0,28319.0,23980.0,23980.0,78.54,78.7,700.0,500.0,0.025,266176400.0,62.46,82.11,82.11,33.37,79.992,74.945,78.60863,USD,False,Utilities,29.72511,0.64,iShares,1158019200.0,Exchange Traded Fund,0.117419794,0.0908307,ETF,JXI,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,iShares Global Utilities ETF,[],1766761610.0,PCX,finmb_29103222,America/New_York,EST,-18000000.0,us_market,False,-1.2819977,-0.016026575,3.7649994,0.050236832,0.39,15.0,0.0,False,0.012709195,78.71,REGULAR,iShares Global Utilities ETF,True,1158931800000.0,0.010002136,78.6 - 78.71,NYSEArca,28319.0,16.25,0.2601665,62.46 - 82.11,-3.4000015,-0.041407887,22.110165,2.5,9.32914,9.32914,266176400.0,4.134496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KAPR,(215) 979-3750,The fund invests at least 80% of its net assets in FLexible EXchange® Options that reference the iShares Russell 2000 ETF. FLEX Options are exchange-traded options contracts with uniquely customizable terms. It is non-diversified.,[],[],86400.0,2.0,35.2672,35.21,35.25,35.2672,35.2672,35.21,35.25,35.2672,17.992477,3.0,3.0,10448.0,9910.0,9910.0,35.19,35.3,200.0,500.0,0.0,160037120.0,28.19,35.27,35.27,21.798,34.6083,32.8341,35.0948,USD,False,Defined Outcome,6.2571,0.72,Innovator ETFs,1585612800.0,Exchange Traded Fund,0.1111985,0.0555463,ETF,KAPR,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Innovator Russell 2000 Power Buffer ETF - April,[],1766760422.0,BTS,finmb_652638565,America/New_York,EST,-18000000.0,us_market,False,0.6589012,0.01903882,2.4331017,0.07410289,0.79,15.0,0.0,False,0.0,35.2672,REGULAR,Innovator U.S. Small Cap Power ,True,1585747800000.0,0.0,35.25 - 35.2672,Cboe US,10448.0,7.0772,0.25105357,28.19 - 35.27,-0.0027999878,-7.938723e-05,7.6526284,0.0,3.06187,3.06187,160037120.0,1.960108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KARS,1-855-857-2638,"The fund will invest at least 80% of its net assets (plus borrowings for investment purposes) in instruments in its underlying index or in instruments that have economic characteristics similar to those in the underlying index. The index is designed to track the equity market performance of companies engaged in the production of electric vehicles or their components or in other initiatives that may change the future of mobility, as determined by index provider.",[],[],86400.0,2.0,30.9,31.19,31.31,31.31,30.9,31.19,31.31,31.31,27.843191,2257.0,2257.0,25119.0,9020.0,9020.0,31.12,31.5,100.0,200.0,0.0053,79394920.0,17.441,32.5,55.85,15.395,30.68668,25.54184,31.09,USD,False,Industrials,44.19263,1.62,KraneShares,1516233600.0,Exchange Traded Fund,0.00082340004,-0.0093053,ETF,KARS,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,KraneShares Electric Vehicles and Future Mobility Index ETF,[],1766762123.0,PCX,finmb_547789470,America/New_York,EST,-18000000.0,us_market,False,0.56332016,0.018357156,5.7081604,0.22348274,0.72,15.0,0.0,False,1.1326873,31.25,REGULAR,KraneShares Electric Vehicles a,True,1516890600000.0,0.35000038,31.31 - 31.31,NYSEArca,25119.0,13.809,0.7917551,17.441 - 32.5,-1.25,-0.03846154,43.022453,0.53,12.98557,12.98557,79394920.0,1.122357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KAUG,(215) 979-3750,"The fund invests under normal circumstances, at least 80% of its net assets (plus any borrowings for investment purposes) in investments that provide exposure to the iShares Russell 2000 ETF (the “Underlying ETF”). FLEX Options are exchange-traded option contracts with uniquely customizable terms. The fund is non-diversified.",[],[],86400.0,2.0,26.76,26.75,26.71,26.71,26.76,26.75,26.71,26.71,17.922302,445.0,445.0,8435.0,6680.0,6680.0,26.68,26.76,300.0,500.0,0.0,132459416.0,21.97,26.87,26.87,21.97,26.24518,25.13173,26.7928,USD,False,Defined Outcome,5.32889,0.0,Innovator ETFs,1722384000.0,Exchange Traded Fund,,,ETF,KAUG,en-US,US,ETF,Nasdaq Real Time Price,True,HIGH,Innovator U.S. Small Cap Power Buffer ETF - August,[],1766761210.0,BTS,finmb_1887378674,America/New_York,EST,-18000000.0,us_market,False,0.50481987,0.019234765,1.6182709,0.064391546,0.79,15.0,0.0,False,-0.037370063,26.75,REGULAR,Innovator US Small Cap Power Bu,True,1722519000000.0,-0.010000229,26.71 - 26.71,Cboe US,8435.0,4.7800007,0.21756946,21.97 - 26.87,-0.12000084,-0.004465978,6.1694145,0.0,3.13108,3.13108,132459416.0,1.4925537,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
